user_id,signup_date,source,plan_selected,trial_started,trial_start_date,activated,activation_days,converted_paid,conversion_date,mrr_usd,country,churned_30d
1603,2025-02-15,FB Ads,Pro,yes,2025-02-18,FALSE,,yes,2025-03-20,59,MY,false
4449,2025-02-04,Google Ads,Basic,no,,False,,no,,0,Malaysia,
5146,2025-02-12,FB Ads,Pro,false,,True,,FALSE,,0,Singapore,false
4533,2025-01-03,Google Ads,Basic,false,,TRUE,,FALSE,,0,MY,True
4367,2025-01-19,Referral,Basic,no,,True,,no,,0,MY,False
4368,2025-01-10,LinkedIn,Basic,TRUE,2025-01-15,False,,no,,0,SG,true
4797,2025-01-27,LinkedIn,Basic,Yes,2025-01-24,True,,yes,2025-02-15,NULL,Malaysia,False
2792,2025-01-15,Google Ads,Basic,Yes,2025-01-22,True,,no,,0,Malaysia,False
3861,2025-01-11,google ads,,false,,True,,FALSE,,0,Malaysia,True
4476,2025-02-16,FB Ads,Basic,false,,True,,YES,2025-02-24,29,Malaysia,False
4417,2025-01-26,LinkedIn,Pro,TRUE,2025-01-31,TRUE,12.0,YES,2025-02-23,59,Malaysia,false
2645,2025-02-28,Google Ads,Basic,yes,2025-03-06,TRUE,16.0,YES,2025-03-28,29.00,Malaysia,false
2205,2025-01-24,Google Ads,Pro,false,,TRUE,,no,,0,Malaysia,true
4030,2025-01-13,google ads,Basic,TRUE,2025-01-16,FALSE,,no,,0,SG,False
3872,2025-02-01,FB Ads,Basic,yes,2025-02-05,False,,no,,0,Malaysia,true
4072,2025-02-06,Google Ads,Basic,Yes,2025-02-05,False,,no,,0,MY,false
2854,2025-01-04,FB Ads,Basic,no,,TRUE,,FALSE,,0,Malaysia,True
5021,2025-01-13,google ads,Basic,yes,2025-01-14,True,,no,,0,SG,True
5662,2025-01-09,FB Ads,Enterprise,yes,2025-01-08,FALSE,,YES,2025-02-01,99,MY,false
3708,2025-02-26,google ads,Basic,yes,2025-03-01,True,,YES,2025-03-28,29.00,Indonesia,True
4502,2025-02-18,LinkedIn,Enterprise,yes,2025-02-16,True,,YES,2025-03-01,99.99,Malaysia,false
2332,2025-02-03,Google Ads,,yes,2025-02-05,TRUE,8.0,yes,2025-02-11,0,Malaysia,false
1201,2025-02-25,Google Ads,Pro,no,,False,,yes,2025-03-24,49,Malaysia,false
4507,2025-02-06,FB Ads,Enterprise,yes,2025-02-12,False,,no,,0,Indonesia,false
5212,2025-02-17,FB Ads,Basic,no,,TRUE,,YES,2025-03-15,NULL,MY,false
1574,2025-01-07,FB Ads,Enterprise,yes,2025-01-05,True,,FALSE,,0,Malaysia,False
1536,2025-01-01,Referral,Basic,no,,TRUE,,yes,2025-01-30,29,SG,false
2625,2025-03-01,Organic,Pro,yes,2025-03-06,TRUE,17.0,no,,0,Malaysia,false
3122,2025-02-27,Google Ads,Pro,TRUE,2025-03-01,False,,FALSE,,0,Malaysia,True
1385,2025-01-12,Referral,Enterprise,yes,2025-01-13,True,,yes,2025-02-13,99,Singapore,False
4281,2025-01-21,FB Ads,Enterprise,Yes,2025-01-23,FALSE,,FALSE,,0,MY,false
1474,2025-01-11,google ads,Basic,yes,2025-01-20,True,,no,,0,Malaysia,True
1417,2025-02-13,GAds,Basic,TRUE,2025-02-21,False,,FALSE,,0,Indonesia,True
4600,2025-02-20,Referral,Pro,yes,2025-02-22,False,,no,,0,Malaysia,True
1954,2025-02-27,GAds,Pro,no,,TRUE,,no,,0,Malaysia,true
5971,2025-02-13,Google Ads,Basic,yes,2025-02-15,False,,no,,0,Malaysia,false
5858,2025-02-13,Google Ads,Basic,yes,2025-02-19,False,,FALSE,,0,Malaysia,false
2205,2025-01-14,FB Ads,Enterprise,yes,2025-01-16,True,,no,,0,Singapore,true
5759,2025-02-03,LinkedIn,Pro,TRUE,2025-02-08,FALSE,,no,,0,Indonesia,false
5120,2025-02-03,Google Ads,Basic,yes,2025-02-06,TRUE,3.0,no,,0,Singapore,True
2990,2025-01-25,Organic,Pro,yes,2025-02-01,TRUE,8.0,FALSE,,0,Singapore,True
5805,2025-01-04,FB Ads,Pro,TRUE,2025-01-01,FALSE,,yes,2025-02-03,59,MY,false
4572,2025-02-21,FB Ads,Enterprise,yes,2025-02-27,False,,no,,0,SG,true
5380,2025-02-24,LinkedIn,Pro,false,,False,,yes,2025-03-03,59,MY,False
5158,2025-01-26,LinkedIn,Basic,yes,2025-01-31,FALSE,,no,,0,MY,false
5757,2025-01-16,Google Ads,Enterprise,TRUE,2025-01-18,True,,no,,0,Indonesia,True
3713,2025-01-10,GAds,Basic,no,,True,,yes,2025-01-17,29,Singapore,true
3203,2025-02-14,FB Ads,Enterprise,yes,2025-02-20,True,,YES,2025-02-28,149,Indonesia,False
4120,2025-01-02,Google Ads,Pro,yes,2025-01-06,TRUE,5.0,no,,0,Singapore,True
1966,2025-02-04,Organic,Enterprise,no,,FALSE,,no,,0,Malaysia,false
5944,2025-01-19,GAds,Basic,TRUE,2025-01-18,TRUE,20.0,no,,0,Indonesia,False
4432,2025-01-06,Referral,Pro,Yes,2025-01-05,TRUE,9.0,no,,0,Singapore,False
1688,2025-01-19,Organic,Enterprise,TRUE,2025-01-28,TRUE,14.0,yes,2025-02-05,99,Malaysia,false
5243,2025-02-28,LinkedIn,Pro,yes,2025-03-08,True,,YES,2025-03-18,59,Singapore,false
4701,2025-02-22,Organic,Basic,no,,TRUE,,no,,0,MY,True
1341,2025-02-21,Google Ads,Basic,false,,FALSE,,YES,2025-03-03,NULL,SG,
2724,2025-02-20,Referral,Pro,TRUE,2025-02-25,False,,yes,2025-03-22,49.00,Malaysia,False
5422,2025-01-08,LinkedIn,Basic,no,,True,,no,,0,Indonesia,true
2792,2025-01-14,Google Ads,Pro,TRUE,2025-01-22,True,,FALSE,,0,Malaysia,True
2759,2025-01-10,FB Ads,Basic,TRUE,2025-01-15,TRUE,-2.0,no,,0,Indonesia,false
4212,2025-01-03,FB Ads,Enterprise,no,,True,,yes,2025-01-16,149,Singapore,true
1989,2025-02-07,LinkedIn,Basic,yes,2025-02-08,FALSE,,yes,2025-03-10,29,Indonesia,false
3262,2025-01-29,Google Ads,Basic,yes,2025-01-30,True,,FALSE,,0,Singapore,false
3482,2025-01-15,Referral,Basic,yes,2025-01-14,FALSE,,yes,2025-02-03,29,SG,true
1951,2025-01-23,Google Ads,Pro,no,,True,,FALSE,,0,Malaysia,True
1722,2025-01-23,FB Ads,Pro,TRUE,2025-01-26,False,,yes,2025-02-05,49.00,Malaysia,False
4389,2025-01-18,Organic,Pro,yes,2025-01-21,FALSE,,no,,0,Malaysia,False
3079,2025-02-15,LinkedIn,Pro,yes,2025-02-14,TRUE,7.0,no,,0,MY,True
3717,2025-01-19,FB Ads,Basic,yes,2025-01-23,FALSE,,yes,2025-01-29,29,MY,false
3332,2025-01-28,Google Ads,,yes,2025-01-30,True,,no,,0,Malaysia,true
4376,2025-01-26,LinkedIn,Enterprise,no,,TRUE,,no,,0,Malaysia,True
5524,2025-01-10,GAds,Basic,false,,False,,YES,2025-01-28,NULL,Singapore,false
2500,2025-02-16,Organic,Enterprise,no,,FALSE,,no,,0,Malaysia,True
1285,2025-01-04,Referral,Pro,Yes,2025-01-03,FALSE,,YES,2025-01-31,49,Indonesia,False
4495,2025-02-24,Google Ads,Pro,TRUE,2025-02-26,True,,YES,2025-03-25,49,Malaysia,True
3065,2025-01-02,Google Ads,Pro,Yes,2024-12-30,True,,yes,2025-01-26,49.00,MY,true
1768,2025-01-03,Google Ads,Enterprise,no,,False,,no,,0,MY,
4057,2025-01-07,FB Ads,,no,,TRUE,,yes,2025-01-26,0,Malaysia,true
5289,2025-02-24,Google Ads,Pro,no,,FALSE,,yes,2025-03-21,59,Singapore,
3161,2025-01-16,Google Ads,Basic,TRUE,2025-01-18,TRUE,11.0,YES,2025-01-25,29,Malaysia,True
4293,2025-01-31,LinkedIn,Pro,yes,2025-02-03,False,,no,,0,Malaysia,False
1946,2025-01-10,google ads,Basic,TRUE,2025-01-10,True,,no,,0,Singapore,true
5926,2025-01-19,LinkedIn,Pro,yes,2025-01-19,False,,YES,2025-02-08,49,SG,False
4335,2025-01-28,Organic,Enterprise,yes,2025-01-27,False,,yes,2025-02-19,99.99,Singapore,true
5150,2025-01-17,LinkedIn,Basic,yes,2025-01-18,True,,no,,0,Malaysia,False
5895,2025-01-28,Referral,Basic,Yes,2025-02-05,TRUE,4.0,no,,0,MY,false
5873,2025-01-19,Referral,Pro,TRUE,2025-01-28,FALSE,,yes,2025-02-19,59,Singapore,False
2481,2025-02-06,google ads,Basic,yes,2025-02-13,TRUE,15.0,YES,2025-02-14,NULL,Malaysia,false
2901,2025-01-23,Google Ads,Basic,Yes,2025-01-20,False,,no,,0,Malaysia,True
4451,2025-01-20,Google Ads,Pro,yes,2025-01-22,TRUE,6.0,no,,0,Indonesia,False
5064,2025-01-13,google ads,,TRUE,2025-01-11,True,,FALSE,,0,Singapore,false
1054,2025-01-13,LinkedIn,Pro,TRUE,2025-01-13,TRUE,13.0,no,,0,Singapore,False
2823,2025-02-12,Organic,Pro,yes,2025-02-14,TRUE,7.0,yes,2025-03-10,49,Malaysia,True
4462,2025-01-11,GAds,Pro,false,,TRUE,,yes,2025-02-10,49.00,Malaysia,false
4079,2025-02-17,Google Ads,Basic,TRUE,2025-02-24,True,,yes,2025-02-24,29,MY,False
1832,2025-01-15,GAds,Enterprise,Yes,2025-01-22,TRUE,9.0,YES,2025-02-15,99,Malaysia,false
5408,2025-01-17,google ads,Pro,TRUE,2025-01-19,True,,yes,2025-02-06,59,SG,True
3806,2025-02-23,Referral,,TRUE,2025-03-03,True,,yes,2025-03-23,0,Singapore,True
3490,2025-02-19,Google Ads,,yes,2025-02-25,False,,YES,2025-03-25,0,Malaysia,true
1327,2025-01-28,Google Ads,Basic,false,,False,,no,,0,SG,false
4310,2025-01-19,FB Ads,,TRUE,2025-01-22,True,,no,,0,Singapore,True
4300,2025-01-04,Organic,,yes,2025-01-01,True,,no,,0,Malaysia,true
4675,2025-01-22,Google Ads,Pro,TRUE,2025-01-30,FALSE,,no,,0,SG,true
4054,2025-01-22,Google Ads,Basic,TRUE,2025-01-24,True,,no,,0,Malaysia,True
3143,2025-02-24,Organic,Pro,yes,2025-03-01,FALSE,,no,,0,Singapore,true
2311,2025-02-06,Organic,Basic,false,,FALSE,,FALSE,,0,MY,False
4191,2025-02-08,Google Ads,Pro,Yes,2025-02-12,True,,yes,2025-02-18,59,Singapore,False
3538,2025-02-03,Referral,Basic,yes,2025-02-07,TRUE,6.0,yes,2025-02-14,29,MY,true
4983,2025-02-02,google ads,Pro,TRUE,2025-02-09,FALSE,,no,,0,Malaysia,True
5547,2025-02-13,FB Ads,,TRUE,2025-02-15,FALSE,,yes,2025-02-26,0,Indonesia,True
1164,2025-02-11,FB Ads,Basic,yes,2025-02-11,False,,YES,2025-02-28,NULL,SG,true
5277,2025-02-09,FB Ads,Pro,no,,TRUE,,no,,0,SG,True
1822,2025-02-02,FB Ads,Basic,no,,FALSE,,yes,2025-02-20,29,Malaysia,True
1943,2025-01-12,LinkedIn,Pro,false,,False,,no,,0,Malaysia,True
5425,2025-01-02,FB Ads,Pro,Yes,2024-12-30,TRUE,11.0,yes,2025-01-16,59,Malaysia,True
1774,2025-02-28,Referral,Basic,false,,False,,yes,2025-03-27,29.00,MY,false
3198,2025-01-28,Referral,Pro,false,,False,,no,,0,Indonesia,false
4156,2025-01-10,FB Ads,Enterprise,no,,FALSE,,FALSE,,0,Singapore,False
5242,2025-01-22,Google Ads,Basic,no,,True,,no,,0,Singapore,True
4695,2025-01-17,LinkedIn,Pro,Yes,2025-01-18,False,,no,,0,Singapore,false
4452,2025-01-26,Referral,Pro,yes,2025-02-04,True,,YES,2025-02-08,49,Malaysia,True
1914,2025-01-03,LinkedIn,Basic,yes,2025-01-04,TRUE,-1.0,yes,2025-01-12,29,Malaysia,True
2308,2025-01-07,LinkedIn,Enterprise,Yes,2025-01-10,False,,no,,0,Malaysia,false
5177,2025-02-13,Google Ads,Pro,false,,TRUE,,no,,0,Singapore,True
1513,2025-01-08,LinkedIn,Basic,false,,TRUE,,no,,0,MY,true
2920,2025-01-20,google ads,Basic,false,,False,,yes,2025-01-28,NULL,Indonesia,True
4594,2025-01-12,Organic,Pro,Yes,2025-01-09,TRUE,7.0,no,,0,MY,True
5841,2025-02-04,LinkedIn,Pro,yes,2025-02-13,True,,no,,0,Malaysia,True
2409,2025-01-17,google ads,Pro,yes,2025-01-24,FALSE,,no,,0,Indonesia,
5802,2025-01-28,FB Ads,Pro,TRUE,2025-01-30,True,,no,,0,MY,true
5566,2025-02-10,Referral,Pro,false,,TRUE,,no,,0,SG,true
4190,2025-01-10,google ads,Basic,no,,FALSE,,no,,0,Malaysia,False
5491,2025-01-22,FB Ads,Pro,Yes,2025-01-25,FALSE,,yes,2025-02-15,49,MY,True
2555,2025-02-07,LinkedIn,,no,,TRUE,,yes,2025-02-23,0,Singapore,True
1804,2025-02-26,Referral,,yes,2025-02-23,FALSE,,FALSE,,0,Singapore,false
2279,2025-02-02,Google Ads,Basic,TRUE,2025-02-01,FALSE,,no,,0,Singapore,false
4577,2025-01-22,LinkedIn,Pro,yes,2025-01-28,False,,YES,2025-02-25,49,Indonesia,false
3901,2025-02-13,Organic,Basic,yes,2025-02-18,True,,FALSE,,0,SG,True
2387,2025-02-06,GAds,Basic,no,,FALSE,,YES,2025-03-03,29,Malaysia,true
5688,2025-01-13,LinkedIn,Pro,false,,True,,no,,0,Indonesia,True
3761,2025-01-27,GAds,Basic,yes,2025-02-05,False,,no,,0,Indonesia,true
3679,2025-01-15,LinkedIn,Basic,yes,2025-01-19,True,,yes,2025-02-12,NULL,Singapore,True
3106,2025-01-22,FB Ads,Pro,yes,2025-01-31,True,,FALSE,,0,Singapore,
5223,2025-01-30,LinkedIn,Enterprise,yes,2025-02-05,FALSE,,no,,0,Singapore,true
5831,2025-02-12,Google Ads,Enterprise,TRUE,2025-02-14,FALSE,,yes,2025-03-05,99.99,Singapore,false
3768,2025-02-09,FB Ads,Pro,TRUE,2025-02-13,TRUE,19.0,yes,2025-03-14,49,MY,True
4953,2025-02-06,FB Ads,Pro,Yes,2025-02-14,True,,YES,2025-03-10,49.00,Indonesia,false
4186,2025-02-03,Referral,Basic,yes,2025-02-01,FALSE,,yes,2025-02-26,29.00,Singapore,False
4280,2025-02-13,Referral,Pro,yes,2025-02-22,True,,yes,2025-03-10,49,Malaysia,true
3573,2025-03-01,LinkedIn,Enterprise,Yes,2025-03-10,TRUE,18.0,no,,0,Singapore,True
5616,2025-02-03,google ads,Enterprise,false,,FALSE,,YES,2025-02-12,149,MY,False
3599,2025-02-27,Google Ads,Pro,no,,FALSE,,no,,0,Malaysia,True
5033,2025-02-17,google ads,Basic,yes,2025-02-25,TRUE,7.0,YES,2025-03-08,29,Singapore,false
1236,2025-02-22,LinkedIn,Basic,yes,2025-02-25,TRUE,-1.0,YES,2025-03-02,NULL,Indonesia,true
2304,2025-02-04,google ads,Basic,yes,2025-02-02,FALSE,,FALSE,,0,Malaysia,false
4430,2025-02-11,FB Ads,Enterprise,yes,2025-02-10,True,,no,,0,Indonesia,false
2301,2025-01-19,FB Ads,Basic,yes,2025-01-17,True,,no,,0,Singapore,true
3541,2025-01-08,Referral,Pro,no,,FALSE,,yes,2025-01-29,49.00,Singapore,false
3051,2025-02-08,Organic,Basic,false,,True,,yes,2025-03-03,29.00,Indonesia,True
1441,2025-02-02,LinkedIn,Pro,yes,2025-02-09,True,,no,,0,Indonesia,false
3076,2025-02-13,google ads,Pro,Yes,2025-02-14,True,,yes,2025-02-20,49,Malaysia,false
4180,2025-01-28,FB Ads,Pro,yes,2025-02-06,TRUE,3.0,no,,0,Indonesia,
3657,2025-02-06,Google Ads,Pro,yes,2025-02-12,FALSE,,yes,2025-02-26,49,Malaysia,true
4798,2025-02-17,Google Ads,Pro,TRUE,2025-02-18,TRUE,8.0,yes,2025-02-24,59,Malaysia,True
1804,2025-01-25,Google Ads,Basic,TRUE,2025-01-27,True,,FALSE,,0,Singapore,True
1074,2025-02-05,Google Ads,Basic,Yes,2025-02-07,True,,no,,0,Indonesia,false
3175,2025-01-17,Google Ads,,no,,True,,no,,0,Malaysia,false
4924,2025-01-24,Google Ads,Basic,TRUE,2025-01-27,TRUE,6.0,no,,0,Singapore,false
3089,2025-01-21,Google Ads,Basic,yes,2025-01-25,TRUE,0.0,no,,0,Singapore,True
1040,2025-01-02,LinkedIn,Basic,Yes,2025-01-02,TRUE,16.0,no,,0,Singapore,True
3081,2025-01-31,GAds,Basic,yes,2025-02-05,FALSE,,no,,0,Singapore,true
5683,2025-02-13,Organic,Pro,TRUE,2025-02-12,FALSE,,no,,0,Singapore,False
2622,2025-02-02,Google Ads,Pro,TRUE,2025-02-03,TRUE,8.0,yes,2025-03-04,49.00,MY,false
1341,2025-01-30,FB Ads,,no,,True,,yes,2025-02-27,0,Singapore,false
5052,2025-01-12,Organic,Pro,no,,FALSE,,no,,0,MY,False
3074,2025-02-13,Google Ads,Basic,false,,True,,no,,0,Malaysia,True
1645,2025-01-12,Referral,Pro,TRUE,2025-01-11,True,,YES,2025-02-12,49.00,Malaysia,false
5826,2025-02-20,LinkedIn,Enterprise,TRUE,2025-02-18,True,,YES,2025-03-26,149,Singapore,False
5263,2025-02-26,Organic,Enterprise,false,,False,,no,,0,Indonesia,False
1609,2025-02-18,Organic,Basic,yes,2025-02-26,TRUE,1.0,no,,0,Malaysia,True
1454,2025-02-21,LinkedIn,Basic,yes,2025-02-28,TRUE,12.0,FALSE,,0,Malaysia,True
3953,2025-01-24,LinkedIn,Enterprise,yes,2025-01-25,True,,YES,2025-02-10,149,Singapore,True
2708,2025-01-24,Google Ads,Pro,TRUE,2025-01-29,FALSE,,yes,2025-02-02,49,Malaysia,false
4472,2025-02-27,Google Ads,Pro,false,,False,,yes,2025-03-18,59,SG,True
3969,2025-03-01,FB Ads,Basic,yes,2025-03-03,TRUE,9.0,yes,2025-03-30,29.00,MY,true
4028,2025-01-11,Google Ads,Pro,false,,TRUE,,no,,0,Indonesia,false
5797,2025-01-13,Google Ads,Basic,Yes,2025-01-13,True,,no,,0,Singapore,True
3681,2025-01-27,google ads,Basic,no,,TRUE,,no,,0,SG,True
4629,2025-01-08,Organic,Basic,TRUE,2025-01-11,FALSE,,YES,2025-02-05,NULL,Malaysia,true
5225,2025-01-10,Google Ads,Basic,no,,False,,YES,2025-01-25,29,MY,True
4067,2025-01-08,google ads,Pro,yes,2025-01-14,TRUE,1.0,no,,0,Malaysia,true
2386,2025-01-20,FB Ads,Basic,no,,True,,yes,2025-02-10,29,Singapore,True
4776,2025-01-08,FB Ads,Basic,Yes,2025-01-09,FALSE,,YES,2025-01-23,29,Malaysia,False
3866,2025-01-09,Google Ads,Basic,TRUE,2025-01-17,FALSE,,no,,0,Singapore,
5788,2025-01-07,GAds,Basic,yes,2025-01-10,TRUE,12.0,YES,2025-02-09,NULL,Indonesia,True
4363,2025-01-14,LinkedIn,Basic,false,,TRUE,,yes,2025-02-14,NULL,Malaysia,True
5889,2025-01-28,FB Ads,Basic,no,,TRUE,,FALSE,,0,Malaysia,false
5124,2025-01-02,Google Ads,Basic,false,,False,,no,,0,Malaysia,false
1148,2025-02-26,FB Ads,Pro,TRUE,2025-03-07,True,,yes,2025-03-11,49.00,Indonesia,true
4850,2025-02-12,Referral,Basic,Yes,2025-02-10,True,,no,,0,Indonesia,False
3058,2025-01-08,Google Ads,Basic,yes,2025-01-06,TRUE,14.0,FALSE,,0,Malaysia,True
2136,2025-01-13,FB Ads,Enterprise,Yes,2025-01-18,TRUE,15.0,no,,0,Malaysia,false
1186,2025-01-21,Google Ads,Pro,yes,2025-01-21,True,,yes,2025-02-21,59,Malaysia,false
3854,2025-02-16,GAds,Enterprise,false,,True,,no,,0,Singapore,True
2250,2025-01-28,Google Ads,Pro,no,,FALSE,,YES,2025-02-10,59,Singapore,True
2333,2025-02-04,Organic,Enterprise,no,,FALSE,,yes,2025-03-07,149,Singapore,false
5193,2025-01-23,google ads,Basic,Yes,2025-01-20,FALSE,,yes,2025-01-31,29,Malaysia,false
5150,2025-02-15,LinkedIn,Pro,TRUE,2025-02-20,TRUE,19.0,yes,2025-02-23,49,Malaysia,true
3711,2025-01-15,LinkedIn,Pro,TRUE,2025-01-12,True,,yes,2025-02-13,59,Malaysia,true
5853,2025-01-02,Google Ads,Enterprise,TRUE,2025-01-09,TRUE,2.0,yes,2025-02-03,149,Singapore,false
5501,2025-02-20,FB Ads,Basic,yes,2025-02-18,FALSE,,no,,0,Malaysia,false
2785,2025-01-12,google ads,Enterprise,false,,True,,no,,0,Malaysia,
1750,2025-02-26,Google Ads,Pro,yes,2025-03-03,TRUE,7.0,YES,2025-03-26,59,MY,True
2762,2025-02-21,Referral,Pro,Yes,2025-02-28,True,,no,,0,Malaysia,true
4920,2025-02-05,Google Ads,Enterprise,false,,False,,yes,2025-03-05,99.99,Singapore,true
5460,2025-01-03,LinkedIn,,no,,TRUE,,YES,2025-01-30,0,Malaysia,false
1481,2025-01-05,google ads,Pro,false,,True,,no,,0,Indonesia,False
1153,2025-01-03,Google Ads,Basic,yes,2025-01-02,FALSE,,FALSE,,0,Malaysia,False
2524,2025-02-26,LinkedIn,Basic,Yes,2025-03-05,TRUE,17.0,no,,0,MY,false
3120,2025-02-16,LinkedIn,Basic,yes,2025-02-13,True,,yes,2025-02-23,29,Singapore,
3343,2025-01-19,google ads,Basic,no,,True,,no,,0,Indonesia,false
2240,2025-01-02,FB Ads,Basic,yes,2025-01-01,True,,yes,2025-01-31,29.00,Indonesia,false
1060,2025-02-13,Google Ads,Pro,no,,False,,FALSE,,0,MY,true
1938,2025-02-06,Organic,Enterprise,no,,TRUE,,YES,2025-03-02,99.99,MY,False
2639,2025-02-23,google ads,Basic,false,,True,,YES,2025-03-17,NULL,Malaysia,true
5120,2025-01-17,Google Ads,Pro,yes,2025-01-22,True,,no,,0,Malaysia,
5226,2025-01-14,Referral,Basic,yes,2025-01-22,TRUE,6.0,yes,2025-02-13,NULL,Singapore,True
4569,2025-01-28,Google Ads,Enterprise,false,,False,,no,,0,MY,
2252,2025-01-27,google ads,Basic,false,,FALSE,,no,,0,SG,True
5203,2025-02-23,FB Ads,Pro,no,,True,,yes,2025-03-11,49,Singapore,false
1171,2025-01-10,Organic,,yes,2025-01-08,True,,no,,0,Malaysia,false
2458,2025-01-03,GAds,Basic,false,,True,,YES,2025-02-01,29,Singapore,False
4549,2025-02-05,Referral,Pro,TRUE,2025-02-06,TRUE,15.0,yes,2025-02-27,59,MY,false
5197,2025-02-07,FB Ads,Enterprise,yes,2025-02-04,TRUE,9.0,yes,2025-03-13,149,Indonesia,False
3322,2025-02-25,LinkedIn,Basic,TRUE,2025-03-03,TRUE,5.0,FALSE,,0,MY,False
2636,2025-01-25,FB Ads,,TRUE,2025-01-22,True,,yes,2025-02-13,0,Malaysia,false
4115,2025-01-22,google ads,Enterprise,yes,2025-01-30,TRUE,8.0,yes,2025-01-30,99,MY,False
5090,2025-02-17,GAds,Basic,yes,2025-02-20,True,,no,,0,SG,true
4004,2025-02-08,Google Ads,Basic,Yes,2025-02-14,TRUE,1.0,no,,0,SG,False
1329,2025-02-16,google ads,Pro,Yes,2025-02-22,TRUE,6.0,FALSE,,0,Indonesia,true
4640,2025-01-30,Organic,Enterprise,yes,2025-01-29,FALSE,,no,,0,SG,True
4894,2025-01-21,Referral,Basic,yes,2025-01-18,True,,FALSE,,0,Malaysia,
5107,2025-01-30,Google Ads,Pro,no,,True,,no,,0,Singapore,true
2341,2025-01-28,Google Ads,Basic,no,,TRUE,,no,,0,SG,true
4663,2025-01-31,FB Ads,Enterprise,false,,TRUE,,yes,2025-02-08,99.99,SG,false
1215,2025-02-26,FB Ads,Pro,yes,2025-02-23,False,,no,,0,MY,false
1338,2025-02-21,FB Ads,Pro,yes,2025-03-02,TRUE,1.0,FALSE,,0,Singapore,true
5062,2025-01-26,google ads,Pro,false,,True,,no,,0,Malaysia,false
3708,2025-02-12,GAds,Enterprise,yes,2025-02-19,True,,yes,2025-02-28,99,Singapore,False
4152,2025-01-22,google ads,Basic,TRUE,2025-01-29,TRUE,15.0,no,,0,Singapore,False
2750,2025-01-21,FB Ads,Pro,yes,2025-01-22,True,,no,,0,Singapore,false
3421,2025-01-01,FB Ads,Basic,Yes,2024-12-31,False,,yes,2025-01-31,29,Singapore,false
1709,2025-02-06,Google Ads,Pro,no,,False,,FALSE,,0,Indonesia,false
4726,2025-01-13,Google Ads,Pro,no,,True,,no,,0,SG,True
4642,2025-01-21,Organic,Basic,no,,True,,no,,0,Malaysia,true
4993,2025-02-15,Organic,Pro,no,,FALSE,,FALSE,,0,Singapore,True
1488,2025-01-09,Google Ads,Pro,TRUE,2025-01-16,FALSE,,yes,2025-02-12,59,Malaysia,True
1046,2025-01-17,Organic,Enterprise,Yes,2025-01-17,FALSE,,YES,2025-02-04,99,Malaysia,true
4359,2025-02-16,Google Ads,Basic,yes,2025-02-18,False,,yes,2025-02-27,29,MY,false
5873,2025-01-21,LinkedIn,Basic,TRUE,2025-01-19,TRUE,11.0,yes,2025-02-04,NULL,MY,false
5806,2025-01-31,Google Ads,Enterprise,yes,2025-02-03,FALSE,,no,,0,Malaysia,true
1400,2025-02-08,Organic,Enterprise,no,,FALSE,,no,,0,Singapore,true
4990,2025-02-28,Google Ads,Pro,TRUE,2025-03-01,FALSE,,no,,0,Malaysia,true
4157,2025-02-23,LinkedIn,,false,,TRUE,,yes,2025-03-18,0,Singapore,True
5345,2025-01-22,Referral,Pro,TRUE,2025-01-26,TRUE,11.0,yes,2025-02-06,49,SG,True
1390,2025-01-12,Google Ads,,yes,2025-01-12,FALSE,,no,,0,Malaysia,false
4853,2025-02-24,FB Ads,Pro,false,,True,,FALSE,,0,MY,True
5430,2025-01-06,Google Ads,Basic,false,,True,,no,,0,Malaysia,false
1628,2025-02-22,LinkedIn,Basic,false,,FALSE,,yes,2025-03-24,NULL,Singapore,True
5232,2025-01-16,google ads,,false,,True,,no,,0,Indonesia,false
3930,2025-01-26,LinkedIn,Basic,Yes,2025-02-03,True,,no,,0,Malaysia,true
2521,2025-01-05,Organic,,no,,TRUE,,yes,2025-02-02,0,Singapore,false
1826,2025-01-09,google ads,Pro,Yes,2025-01-13,TRUE,19.0,no,,0,Malaysia,true
5822,2025-02-15,Google Ads,Basic,no,,False,,no,,0,Singapore,True
2500,2025-02-09,LinkedIn,Pro,no,,True,,no,,0,Singapore,True
4294,2025-01-14,Referral,Pro,yes,2025-01-14,TRUE,20.0,no,,0,Singapore,true
3419,2025-02-13,GAds,Pro,no,,TRUE,,no,,0,Singapore,false
1934,2025-02-11,Google Ads,Basic,no,,True,,FALSE,,0,MY,true
4042,2025-01-30,FB Ads,Enterprise,TRUE,2025-02-06,True,,no,,0,SG,True
5497,2025-02-21,Referral,Pro,false,,False,,no,,0,MY,true
2466,2025-02-21,Referral,Enterprise,no,,FALSE,,yes,2025-03-14,99.99,Malaysia,false
4561,2025-01-26,LinkedIn,Pro,yes,2025-01-27,TRUE,-2.0,no,,0,Malaysia,true
1614,2025-02-22,google ads,Basic,no,,True,,yes,2025-03-13,NULL,Malaysia,True
2182,2025-02-14,google ads,Pro,TRUE,2025-02-13,TRUE,6.0,yes,2025-03-06,49,Singapore,false
4223,2025-01-29,Google Ads,Enterprise,false,,FALSE,,yes,2025-02-12,149,Malaysia,false
3667,2025-01-19,Organic,Basic,TRUE,2025-01-26,TRUE,3.0,no,,0,Singapore,true
1130,2025-02-16,Google Ads,,TRUE,2025-02-16,FALSE,,no,,0,Singapore,
