user_id,signup_date,source_std,plan_selected,trial_started_std,trial_start_date,activated_std,activation_days,converted_paid_std,conversion_date,mrr_std,country_std,churned_30d_std,row_num,is_trial,is_activated,is_converted
2424,2025-03-01,Organic,Pro,1,2025-02-26,1,,0,,0,Malaysia,0,1,1,0,0
2425,2025-01-07,Others,Enterprise,0,,0,,1,2025-02-03,99,Malaysia,1,1,0,0,0
2425,2025-02-25,Others,Basic,1,2025-03-02,0,,0,,0,Malaysia,0,1,1,0,0
2431,2025-02-17,Google Ads,Basic,1,2025-02-21,1,,0,,0,Singapore,1,1,1,0,0
2435,2025-01-15,Organic,Basic,1,2025-01-18,1,16.0,0,,0,Malaysia,,1,1,1,0
2435,2025-01-20,Others,Basic,1,2025-01-22,1,,0,,0,Singapore,0,1,1,0,0
2436,2025-02-13,FB ads,Basic,0,,0,,1,2025-02-23,29,Singapore,0,1,0,0,0
2436,2025-02-24,Organic,Pro,1,2025-02-23,1,,1,2025-03-17,49,Singapore,,1,1,0,0
2437,2025-02-13,Others,Pro,0,,0,,1,2025-03-09,49,Malaysia,0,1,0,0,0
2439,2025-02-02,Others,Basic,0,,0,,0,,0,Singapore,0,1,0,0,0
2439,2025-02-19,Others,Basic,0,,0,,0,,0,Malaysia,1,1,0,0,0
2439,2025-02-23,Others,Basic,1,2025-02-27,1,1.0,0,,0,Malaysia,0,1,1,1,0
2440,2025-02-06,FB ads,Pro,0,,0,,1,2025-02-27,49,Malaysia,0,1,0,0,0
2440,2025-02-19,FB ads,Basic,0,,0,,1,2025-03-18,29,Indonesia,0,1,0,0,0
2440,2025-03-01,Others,Enterprise,1,2025-02-26,1,11.0,0,,0,Malaysia,0,1,1,1,0
2441,2025-01-15,Referral,Pro,1,2025-01-13,1,19.0,0,,0,Malaysia,0,1,1,1,0
2442,2025-01-13,Others,Pro,1,2025-01-22,1,,0,,0,Malaysia,1,1,1,0,0
2442,2025-02-15,Others,Basic,1,2025-02-19,0,,0,,0,Indonesia,1,1,1,0,0
2443,2025-02-05,Referral,Basic,1,2025-02-14,1,4.0,1,2025-02-12,29,Singapore,0,1,1,1,1
2444,2025-02-28,Others,Enterprise,1,2025-02-25,1,,1,2025-03-23,149,Malaysia,1,1,1,0,0
2445,2025-01-05,Organic,Pro,1,2025-01-11,0,,1,2025-01-19,49,Malaysia,1,1,1,0,0
2445,2025-02-19,LinkedIn,Pro,1,2025-02-21,1,,0,,0,Malaysia,0,1,1,0,0
2446,2025-01-20,Others,Basic,1,2025-01-29,0,,1,2025-02-14,29,Malaysia,0,1,1,0,0
2447,2025-01-17,Others,Pro,1,2025-01-25,1,,0,,0,Malaysia,0,1,1,0,0
2447,2025-01-24,Organic,Pro,1,2025-01-30,1,17.0,0,,0,Malaysia,1,1,1,1,0
2447,2025-02-08,LinkedIn,Pro,1,2025-02-15,1,,0,,0,Singapore,,1,1,0,0
2447,2025-02-22,Google Ads,Basic,1,2025-02-25,1,19.0,0,,0,Malaysia,,1,1,1,0
2448,2025-02-07,Others,Basic,1,2025-02-13,1,,0,,0,Malaysia,0,1,1,0,0
2449,2025-01-19,FB ads,Basic,1,2025-01-19,1,15.0,1,2025-01-30,29,Singapore,1,1,1,1,1
2449,2025-01-22,Referral,Basic,1,2025-01-30,0,,0,,0,Singapore,0,1,1,0,0
2449,2025-02-12,FB ads,Pro,1,2025-02-19,1,,1,2025-03-08,49,Malaysia,1,1,1,0,0
2449,2025-02-14,Referral,Enterprise,1,2025-02-14,0,,0,,0,Singapore,1,1,1,0,0
2451,2025-01-21,Referral,Pro,1,2025-01-29,0,,0,,0,Indonesia,1,1,1,0,0
2451,2025-02-21,Others,Enterprise,1,2025-02-25,1,,1,2025-03-12,99,Singapore,0,1,1,0,0
2452,2025-01-23,FB ads,Pro,1,2025-01-21,1,,0,,0,Singapore,0,1,1,0,0
2453,2025-01-04,FB ads,Basic,1,2025-01-09,1,,0,,0,Malaysia,1,1,1,0,0
2455,2025-01-09,Google Ads,Pro,1,2025-01-10,1,,1,2025-02-04,49,Singapore,0,1,1,0,0
2456,2025-01-25,Organic,Pro,0,,0,,0,,0,Indonesia,1,1,0,0,0
2457,2025-01-23,LinkedIn,Pro,1,2025-01-25,0,,1,2025-02-06,49,Malaysia,0,1,1,0,0
2458,2025-02-24,Organic,Pro,0,,0,,1,2025-03-15,59,Malaysia,1,1,0,0,0
2458,2025-02-27,Others,Pro,1,2025-02-26,1,,0,,0,Singapore,0,1,1,0,0
2460,2025-02-11,Referral,Basic,1,2025-02-13,1,4.0,1,2025-02-18,29,Malaysia,0,1,1,1,1
2461,2025-01-18,Others,Pro,1,2025-01-15,0,,0,,0,Malaysia,0,1,1,0,0
2461,2025-02-07,LinkedIn,Basic,1,2025-02-07,0,,0,,0,Singapore,1,1,1,0,0
2462,2025-01-11,Referral,Pro,1,2025-01-16,1,,0,,0,Malaysia,0,1,1,0,0
2462,2025-01-27,Others,Basic,1,2025-01-26,1,17.0,0,,0,Singapore,1,1,1,1,0
2462,2025-02-19,Others,Basic,1,2025-02-25,1,,0,,0,Singapore,0,1,1,0,0
2463,2025-02-16,LinkedIn,Enterprise,1,2025-02-20,0,,0,,0,Malaysia,1,1,1,0,0
2464,2025-01-24,Google Ads,Pro,1,2025-01-30,1,,1,2025-02-02,49,Indonesia,1,1,1,0,0
2465,2025-02-04,Referral,Pro,1,2025-02-13,1,16.0,0,,0,Malaysia,0,1,1,1,0
2465,2025-02-09,FB ads,Enterprise,1,2025-02-17,0,,1,2025-03-11,99,Singapore,1,1,1,0,0
2465,2025-02-27,LinkedIn,Basic,1,2025-03-05,1,,0,,0,Malaysia,0,1,1,0,0
2466,2025-02-21,Referral,Enterprise,0,,0,,1,2025-03-14,99,Malaysia,0,1,0,0,0
2467,2025-01-04,Google Ads,Pro,1,2025-01-03,1,13.0,1,2025-02-07,59,Singapore,0,1,1,1,1
2468,2025-01-19,Others,Enterprise,0,,0,,1,2025-02-04,149,Singapore,,1,0,0,0
2469,2025-01-04,Others,Basic,1,2025-01-08,1,,1,2025-01-30,29,Indonesia,1,1,1,0,0
2469,2025-01-12,Referral,Basic,1,2025-01-15,0,,0,,0,Malaysia,1,1,1,0,0
2470,2025-01-09,Others,Basic,1,2025-01-08,0,,0,,0,Singapore,,1,1,0,0
2471,2025-01-17,FB ads,Basic,1,2025-01-15,1,,1,2025-01-30,29,Malaysia,0,1,1,0,0
2471,2025-02-10,Others,Enterprise,1,2025-02-15,0,,1,2025-03-08,149,Singapore,1,1,1,0,0
2473,2025-01-28,Others,Pro,1,2025-01-26,0,,0,,0,Malaysia,1,1,1,0,0
2473,2025-01-30,Organic,Basic,1,2025-02-01,1,,0,,0,Singapore,0,1,1,0,0
2473,2025-02-28,Others,Basic,1,2025-03-02,0,,0,,0,Indonesia,1,1,1,0,0
2474,2025-01-21,FB ads,Basic,1,2025-01-30,1,6.0,0,,0,Malaysia,1,1,1,1,0
2474,2025-01-30,FB ads,Basic,0,,0,,0,,0,Malaysia,,1,0,0,0
2475,2025-01-23,Google Ads,Pro,1,2025-01-27,1,,0,,0,Singapore,1,1,1,0,0
2476,2025-01-27,Others,Pro,1,2025-01-28,0,,0,,0,Singapore,0,1,1,0,0
2478,2025-01-05,Google Ads,Enterprise,1,2025-01-02,0,,0,,0,Singapore,0,1,1,0,0
2478,2025-01-12,Others,Pro,1,2025-01-18,1,,1,2025-02-15,59,Malaysia,1,1,1,0,0
2478,2025-01-31,Google Ads,Basic,1,2025-01-29,0,,1,2025-02-21,29,Malaysia,1,1,1,0,0
2478,2025-02-23,Google Ads,Enterprise,1,2025-03-03,0,,1,2025-03-08,149,Malaysia,1,1,1,0,0
2480,2025-02-22,FB ads,Enterprise,1,2025-02-25,1,17.0,0,,0,Singapore,0,1,1,1,0
2481,2025-01-10,FB ads,Basic,1,2025-01-14,1,20.0,1,2025-01-25,29,Malaysia,1,1,1,1,1
2481,2025-02-04,Google Ads,Pro,1,2025-02-06,0,,0,,0,Singapore,0,1,1,0,0
2484,2025-01-04,Referral,,1,2025-01-11,1,,0,,0,Malaysia,0,1,1,0,0
2485,2025-01-18,FB ads,Pro,1,2025-01-23,0,,0,,0,Singapore,0,1,1,0,0
2485,2025-02-24,FB ads,Pro,1,2025-03-02,0,,0,,0,Malaysia,1,1,1,0,0
2486,2025-01-06,LinkedIn,Basic,1,2025-01-04,1,6.0,0,,0,Malaysia,1,1,1,1,0
2487,2025-01-04,Organic,Pro,1,2025-01-10,1,,0,,0,Indonesia,0,1,1,0,0
2487,2025-01-15,Referral,Basic,1,2025-01-14,1,,0,,0,Malaysia,,1,1,0,0
2490,2025-01-20,Google Ads,Pro,1,2025-01-18,1,,0,,0,Malaysia,1,1,1,0,0
2493,2025-02-05,FB ads,Basic,1,2025-02-12,0,,0,,0,Singapore,1,1,1,0,0
2494,2025-01-26,Organic,Basic,1,2025-01-28,0,,0,,0,Malaysia,0,1,1,0,0
2494,2025-02-05,Referral,,1,2025-02-02,1,2.0,0,,0,Malaysia,0,1,1,1,0
2494,2025-02-25,Google Ads,Pro,1,2025-03-02,1,4.0,1,2025-03-30,49,Singapore,0,1,1,1,1
2495,2025-02-05,Organic,Enterprise,1,2025-02-09,1,15.0,1,2025-02-13,99,Singapore,0,1,1,1,1
2495,2025-02-13,FB ads,Enterprise,0,,0,,0,,0,Malaysia,0,1,0,0,0
2495,2025-02-19,Google Ads,Basic,1,2025-02-17,1,12.0,0,,0,Malaysia,1,1,1,1,0
2497,2025-01-13,LinkedIn,Basic,1,2025-01-16,1,0.0,0,,0,Singapore,0,1,1,1,0
2497,2025-02-26,FB ads,Pro,1,2025-03-07,0,,1,2025-03-19,49,Malaysia,0,1,1,0,0
2499,2025-02-16,FB ads,Basic,1,2025-02-13,1,,1,2025-03-22,29,Malaysia,0,1,1,0,0
2499,2025-02-19,Others,Pro,1,2025-02-20,0,,1,2025-03-14,59,Malaysia,0,1,1,0,0
2500,2025-01-26,FB ads,Pro,0,,0,,1,2025-02-20,49,Malaysia,1,1,0,0,0
2500,2025-02-16,Organic,Enterprise,0,,0,,0,,0,Malaysia,1,1,0,0,0
2500,2025-02-20,Others,Pro,0,,0,,0,,0,Malaysia,0,1,0,0,0
2502,2025-01-16,Others,Pro,0,,0,,0,,0,Malaysia,1,1,0,0,0
2502,2025-01-19,LinkedIn,Pro,1,2025-01-18,1,,0,,0,Malaysia,1,1,1,0,0
2502,2025-02-15,LinkedIn,Pro,1,2025-02-16,0,,1,2025-02-24,59,Malaysia,1,1,1,0,0
2502,2025-02-17,LinkedIn,Basic,1,2025-02-20,1,7.0,1,2025-03-01,29,Indonesia,0,1,1,1,1
2503,2025-01-13,Others,Pro,1,2025-01-21,0,,1,2025-02-02,59,Indonesia,1,1,1,0,0
2503,2025-01-26,Others,Enterprise,1,2025-01-28,0,,1,2025-02-10,99,Singapore,0,1,1,0,0
2504,2025-02-23,Referral,Pro,1,2025-02-26,1,,0,,0,Singapore,1,1,1,0,0
2505,2025-01-11,Google Ads,Enterprise,1,2025-01-14,0,,1,2025-01-22,149,Malaysia,,1,1,0,0
2505,2025-01-18,LinkedIn,Basic,0,,0,,0,,0,Malaysia,0,1,0,0,0
2505,2025-01-23,LinkedIn,Basic,1,2025-01-20,0,,0,,0,Indonesia,0,1,1,0,0
2507,2025-01-04,Others,Enterprise,1,2025-01-04,1,,0,,0,Singapore,1,1,1,0,0
2508,2025-01-21,Others,Enterprise,1,2025-01-21,1,17.0,0,,0,Malaysia,1,1,1,1,0
2510,2025-01-05,Referral,Basic,1,2025-01-04,1,,1,2025-01-15,29,Indonesia,1,1,1,0,0
2510,2025-01-10,Others,Basic,1,2025-01-13,0,,1,2025-02-09,29,Singapore,0,1,1,0,0
2514,2025-01-15,LinkedIn,Pro,1,2025-01-23,1,,0,,0,Malaysia,0,1,1,0,0
2514,2025-02-27,Organic,Basic,1,2025-03-07,0,,0,,0,Malaysia,0,1,1,0,0
2515,2025-01-09,Referral,Pro,1,2025-01-11,1,,0,,0,Malaysia,1,1,1,0,0
2516,2025-01-24,FB ads,Enterprise,1,2025-01-29,0,,0,,0,Malaysia,0,1,1,0,0
2517,2025-01-14,Others,Basic,1,2025-01-23,0,,1,2025-01-27,29,Malaysia,1,1,1,0,0
2517,2025-01-25,Google Ads,Basic,1,2025-01-25,1,,0,,0,Malaysia,0,1,1,0,0
2517,2025-02-03,Google Ads,Pro,1,2025-02-03,0,,0,,0,Singapore,1,1,1,0,0
2518,2025-02-10,Others,Pro,1,2025-02-15,1,5.0,0,,0,Singapore,1,1,1,1,0
2519,2025-02-27,Referral,Pro,1,2025-03-01,1,,1,2025-04-02,49,Singapore,1,1,1,0,0
2520,2025-02-24,Organic,Basic,1,2025-02-22,1,16.0,1,2025-03-22,29,Malaysia,0,1,1,1,1
2521,2025-01-17,Google Ads,Basic,1,2025-01-14,1,,0,,0,Singapore,0,1,1,0,0
2521,2025-02-26,Others,Pro,1,2025-02-23,0,,0,,0,Malaysia,1,1,1,0,0
2522,2025-01-05,FB ads,Basic,1,2025-01-14,1,,0,,0,Malaysia,0,1,1,0,0
2523,2025-02-17,Referral,Basic,1,2025-02-26,0,,0,,0,Singapore,1,1,1,0,0
2523,2025-02-22,Referral,Basic,1,2025-02-24,1,,0,,0,Malaysia,1,1,1,0,0
2524,2025-01-02,LinkedIn,Basic,1,2024-12-31,0,,1,2025-01-27,29,Malaysia,0,1,1,0,0
2524,2025-02-23,Others,Pro,0,,0,,0,,0,Malaysia,0,1,0,0,0
2524,2025-02-26,LinkedIn,Basic,1,2025-03-05,1,17.0,0,,0,Malaysia,0,1,1,1,0
2525,2025-01-12,LinkedIn,Enterprise,1,2025-01-09,0,,1,2025-01-23,149,Singapore,0,1,1,0,0
2525,2025-02-15,Google Ads,Basic,1,2025-02-13,1,,1,2025-03-13,29,Singapore,0,1,1,0,0
2526,2025-01-15,Others,Enterprise,1,2025-01-23,0,,1,2025-01-25,149,Malaysia,1,1,1,0,0
2526,2025-02-08,Google Ads,Enterprise,1,2025-02-17,1,,0,,0,Indonesia,1,1,1,0,0
2527,2025-01-19,LinkedIn,Basic,1,2025-01-22,1,,1,2025-02-05,29,Singapore,1,1,1,0,0
2527,2025-01-30,Google Ads,Basic,1,2025-02-08,1,,0,,0,Malaysia,0,1,1,0,0
2528,2025-01-25,Google Ads,Pro,1,2025-02-02,1,,1,2025-02-17,49,Singapore,1,1,1,0,0
2529,2025-01-19,LinkedIn,Enterprise,1,2025-01-23,1,,1,2025-02-12,149,Singapore,0,1,1,0,0
2529,2025-02-18,Referral,Enterprise,1,2025-02-18,1,8.0,0,,0,Malaysia,0,1,1,1,0
2529,2025-02-23,Google Ads,,1,2025-02-28,1,,0,,0,Malaysia,0,1,1,0,0
2531,2025-01-20,Google Ads,Basic,1,2025-01-17,0,,0,,0,Malaysia,1,1,1,0,0
2531,2025-01-21,LinkedIn,Pro,0,,0,,1,2025-01-31,49,Singapore,0,1,0,0,0
2531,2025-02-19,Google Ads,Pro,1,2025-02-23,1,12.0,0,,0,Indonesia,0,1,1,1,0
2532,2025-01-12,Google Ads,Enterprise,1,2025-01-16,0,,0,,0,Indonesia,0,1,1,0,0
2532,2025-01-23,LinkedIn,Basic,0,,0,,0,,0,Malaysia,0,1,0,0,0
2534,2025-02-10,Google Ads,Pro,1,2025-02-19,1,8.0,0,,0,Malaysia,0,1,1,1,0
2537,2025-02-06,Google Ads,Basic,1,2025-02-07,1,7.0,0,,0,Singapore,0,1,1,1,0
2537,2025-02-24,Others,Pro,1,2025-02-28,1,8.0,0,,0,Malaysia,0,1,1,1,0
2538,2025-02-12,Others,Enterprise,0,,0,,0,,0,Malaysia,0,1,0,0,0
2538,2025-02-17,FB ads,Pro,1,2025-02-21,1,,0,,0,Singapore,1,1,1,0,0
2540,2025-01-01,LinkedIn,Enterprise,1,2025-01-02,1,18.0,0,,0,Malaysia,1,1,1,1,0
2540,2025-01-25,Others,Pro,1,2025-01-27,1,4.0,1,2025-02-04,49,Singapore,0,1,1,1,1
2540,2025-02-20,Referral,,1,2025-02-26,1,8.0,0,,0,Singapore,1,1,1,1,0
2541,2025-01-07,LinkedIn,Pro,0,,0,,0,,0,Singapore,1,1,0,0,0
2542,2025-01-06,Referral,Pro,1,2025-01-08,1,,0,,0,Malaysia,1,1,1,0,0
2543,2025-01-08,Others,Basic,1,2025-01-09,1,,0,,0,Singapore,0,1,1,0,0
2543,2025-01-15,Referral,Basic,0,,0,,0,,0,Malaysia,1,1,0,0,0
2543,2025-01-31,Organic,Pro,1,2025-01-28,0,,1,2025-03-02,59,Indonesia,1,1,1,0,0
2543,2025-02-16,Others,Pro,1,2025-02-19,0,,1,2025-03-04,49,Malaysia,0,1,1,0,0
2545,2025-01-09,Google Ads,Basic,1,2025-01-11,1,9.0,0,,0,Singapore,1,1,1,1,0
2545,2025-01-23,Google Ads,Pro,1,2025-02-01,1,5.0,0,,0,Malaysia,0,1,1,1,0
2546,2025-02-11,Referral,Enterprise,1,2025-02-09,0,,1,2025-03-16,149,Malaysia,1,1,1,0,0
2546,2025-02-13,Google Ads,Pro,1,2025-02-20,1,,1,2025-03-12,59,Malaysia,1,1,1,0,0
2546,2025-02-18,LinkedIn,Pro,1,2025-02-16,1,20.0,1,2025-03-22,59,Indonesia,0,1,1,1,1
2547,2025-02-24,Others,Pro,1,2025-02-28,0,,0,,0,Malaysia,0,1,1,0,0
2548,2025-01-12,Others,Pro,1,2025-01-09,0,,1,2025-01-27,59,Indonesia,1,1,1,0,0
2549,2025-02-01,Google Ads,Pro,1,2025-02-01,0,,1,2025-02-22,49,Malaysia,1,1,1,0,0
2549,2025-03-01,Others,Pro,1,2025-03-06,1,,0,,0,Malaysia,1,1,1,0,0
2550,2025-03-01,Others,Pro,1,2025-03-07,0,,0,,0,Malaysia,1,1,1,0,0
2551,2025-01-08,Others,Pro,0,,0,,0,,0,Indonesia,1,1,0,0,0
2551,2025-01-21,Others,Pro,0,,0,,1,2025-02-01,59,Malaysia,0,1,0,0,0
2551,2025-02-17,Others,Pro,0,,0,,0,,0,Indonesia,0,1,0,0,0
2552,2025-01-18,FB ads,Pro,1,2025-01-19,0,,0,,0,Malaysia,1,1,1,0,0
2552,2025-01-27,LinkedIn,Basic,1,2025-02-05,0,,0,,0,Malaysia,0,1,1,0,0
2556,2025-01-02,FB ads,Pro,0,,0,,0,,0,Malaysia,0,1,0,0,0
2556,2025-01-11,Referral,Enterprise,0,,0,,0,,0,Malaysia,,1,0,0,0
2557,2025-01-18,Google Ads,,1,2025-01-18,1,3.0,0,,0,Singapore,0,1,1,1,0
2558,2025-01-01,FB ads,Pro,0,,0,,0,,0,Indonesia,1,1,0,0,0
2559,2025-01-03,Organic,Pro,1,2025-01-05,1,13.0,0,,0,Indonesia,0,1,1,1,0
2559,2025-01-13,Referral,Pro,0,,0,,0,,0,Singapore,1,1,0,0,0
2560,2025-01-28,Others,Basic,1,2025-01-30,0,,1,2025-03-01,29,Singapore,1,1,1,0,0
2560,2025-02-05,Others,Pro,0,,0,,0,,0,Indonesia,0,1,0,0,0
2560,2025-02-12,Google Ads,Basic,0,,0,,0,,0,Malaysia,0,1,0,0,0
2560,2025-02-17,Google Ads,Basic,1,2025-02-18,0,,0,,0,Malaysia,0,1,1,0,0
2561,2025-01-21,Google Ads,Basic,1,2025-01-27,1,18.0,1,2025-01-29,29,Singapore,0,1,1,1,1
2561,2025-02-28,Google Ads,Basic,1,2025-03-07,0,,0,,0,Indonesia,1,1,1,0,0
2564,2025-01-05,Organic,Pro,0,,0,,1,2025-02-06,49,Malaysia,0,1,0,0,0
2564,2025-01-11,Google Ads,Pro,1,2025-01-09,0,,0,,0,Malaysia,0,1,1,0,0
2564,2025-01-21,LinkedIn,Pro,0,,0,,1,2025-02-19,49,Singapore,0,1,0,0,0
2564,2025-02-20,Google Ads,Pro,1,2025-02-21,1,,1,2025-03-24,49,Singapore,1,1,1,0,0
2567,2025-01-05,LinkedIn,Pro,1,2025-01-10,0,,0,,0,Singapore,0,1,1,0,0
2567,2025-02-06,FB ads,Pro,1,2025-02-14,1,13.0,1,2025-03-05,59,Malaysia,0,1,1,1,1
2567,2025-02-14,Google Ads,Basic,0,,0,,0,,0,Indonesia,0,1,0,0,0
2568,2025-02-16,LinkedIn,Pro,1,2025-02-20,0,,0,,0,Malaysia,0,1,1,0,0
2569,2025-01-05,Google Ads,Basic,1,2025-01-13,1,,0,,0,Malaysia,1,1,1,0,0
2569,2025-02-10,FB ads,Pro,1,2025-02-19,1,15.0,1,2025-02-18,49,Malaysia,1,1,1,1,1
2570,2025-02-08,Organic,Enterprise,1,2025-02-07,0,,1,2025-02-23,99,Malaysia,1,1,1,0,0
2571,2025-01-14,LinkedIn,Basic,1,2025-01-16,1,,0,,0,Singapore,0,1,1,0,0
2571,2025-02-22,Others,Enterprise,1,2025-03-03,1,19.0,1,2025-03-27,99,Singapore,0,1,1,1,1
2572,2025-01-08,Referral,Pro,1,2025-01-10,0,,1,2025-02-02,59,Singapore,0,1,1,0,0
2572,2025-02-01,FB ads,Pro,1,2025-02-03,0,,1,2025-02-23,59,Singapore,0,1,1,0,0
2573,2025-01-12,FB ads,Enterprise,0,,0,,1,2025-01-24,149,Malaysia,0,1,0,0,0
2573,2025-02-17,FB ads,Basic,1,2025-02-23,1,,1,2025-03-15,29,Singapore,1,1,1,0,0
2573,2025-03-01,Google Ads,Enterprise,1,2025-03-07,1,11.0,0,,0,Indonesia,1,1,1,1,0
2574,2025-01-13,Others,Enterprise,1,2025-01-14,0,,0,,0,Malaysia,0,1,1,0,0
2574,2025-01-18,Organic,Basic,1,2025-01-16,1,20.0,0,,0,Malaysia,0,1,1,1,0
2574,2025-02-08,Organic,Basic,1,2025-02-07,0,,1,2025-03-05,29,Malaysia,1,1,1,0,0
2574,2025-02-22,FB ads,Enterprise,1,2025-02-22,1,,1,2025-03-28,99,Indonesia,0,1,1,0,0
2577,2025-01-01,Referral,Pro,0,,0,,1,2025-01-17,59,Singapore,1,1,0,0,0
2577,2025-01-22,Others,Pro,1,2025-01-21,1,7.0,0,,0,Singapore,1,1,1,1,0
2577,2025-02-16,LinkedIn,Basic,1,2025-02-25,1,,0,,0,Indonesia,1,1,1,0,0
2577,2025-02-25,Referral,Enterprise,1,2025-03-03,1,8.0,0,,0,Singapore,0,1,1,1,0
2580,2025-02-10,Others,Basic,0,,0,,0,,0,Singapore,1,1,0,0,0
2581,2025-01-07,Others,Basic,1,2025-01-09,1,5.0,0,,0,Malaysia,1,1,1,1,0
2581,2025-02-22,LinkedIn,Enterprise,1,2025-02-24,1,5.0,0,,0,Singapore,1,1,1,1,0
2582,2025-01-11,Google Ads,Pro,0,,0,,0,,0,Malaysia,0,1,0,0,0
2584,2025-01-08,LinkedIn,Pro,1,2025-01-15,1,2.0,1,2025-01-15,49,Malaysia,0,1,1,1,1
2585,2025-01-29,Organic,Basic,1,2025-02-07,1,,0,,0,Malaysia,1,1,1,0,0
2585,2025-02-21,Google Ads,Enterprise,1,2025-02-25,1,8.0,0,,0,Malaysia,0,1,1,1,0
2585,2025-02-28,Google Ads,Basic,1,2025-03-06,1,,0,,0,Singapore,1,1,1,0,0
2587,2025-01-18,FB ads,Pro,1,2025-01-22,0,,0,,0,Indonesia,0,1,1,0,0
2587,2025-01-19,LinkedIn,Pro,1,2025-01-22,1,,0,,0,Malaysia,1,1,1,0,0
2587,2025-02-07,Others,Basic,1,2025-02-15,1,3.0,0,,0,Indonesia,0,1,1,1,0
2589,2025-01-20,Others,Basic,1,2025-01-29,0,,0,,0,Indonesia,1,1,1,0,0
2589,2025-01-26,Organic,Enterprise,1,2025-01-30,1,14.0,1,2025-02-16,149,Malaysia,0,1,1,1,1
2589,2025-02-02,Google Ads,Basic,0,,0,,1,2025-02-23,29,Singapore,1,1,0,0,0
2590,2025-01-28,Others,Basic,1,2025-01-28,1,12.0,1,2025-02-12,29,Malaysia,1,1,1,1,1
2591,2025-02-14,FB ads,Enterprise,1,2025-02-19,0,,0,,0,Singapore,1,1,1,0,0
2591,2025-03-01,Others,Enterprise,1,2025-03-03,0,,1,2025-03-19,149,Malaysia,0,1,1,0,0
2592,2025-02-05,Google Ads,Pro,1,2025-02-06,1,12.0,1,2025-02-23,49,Indonesia,0,1,1,1,1
2592,2025-02-19,Referral,Enterprise,1,2025-02-17,0,,1,2025-03-18,149,Malaysia,0,1,1,0,0
2594,2025-02-08,Referral,Pro,1,2025-02-12,0,,0,,0,Malaysia,1,1,1,0,0
2596,2025-01-06,FB ads,Basic,1,2025-01-06,1,,0,,0,Malaysia,0,1,1,0,0
2597,2025-02-12,Others,Basic,1,2025-02-19,1,8.0,0,,0,Indonesia,0,1,1,1,0
2597,2025-02-22,Organic,Pro,1,2025-02-24,1,,1,2025-03-12,49,Singapore,0,1,1,0,0
2601,2025-01-31,LinkedIn,Enterprise,1,2025-02-04,1,,1,2025-03-05,149,Malaysia,1,1,1,0,0
2601,2025-02-08,Referral,Pro,1,2025-02-09,1,,1,2025-03-02,49,Malaysia,0,1,1,0,0
2601,2025-02-26,FB ads,Basic,1,2025-02-27,1,,1,2025-03-21,29,Malaysia,0,1,1,0,0
2602,2025-01-02,Google Ads,Pro,1,2024-12-30,1,15.0,1,2025-02-03,49,Singapore,1,1,1,1,1
2603,2025-01-31,Others,Pro,0,,0,,1,2025-02-13,59,Singapore,0,1,0,0,0
2603,2025-02-09,Others,Basic,1,2025-02-06,0,,0,,0,Singapore,0,1,1,0,0
2603,2025-02-27,LinkedIn,,1,2025-02-24,1,,0,,0,Malaysia,1,1,1,0,0
2604,2025-02-12,FB ads,Basic,1,2025-02-15,0,,1,2025-03-09,29,Singapore,0,1,1,0,0
2605,2025-01-30,Others,Pro,1,2025-02-05,0,,1,2025-02-19,49,Malaysia,,1,1,0,0
2605,2025-02-13,Google Ads,Basic,1,2025-02-17,1,10.0,0,,0,Malaysia,0,1,1,1,0
2605,2025-02-20,LinkedIn,Basic,1,2025-02-18,1,,0,,0,Singapore,0,1,1,0,0
2605,2025-02-28,Organic,Pro,1,2025-03-09,1,14.0,0,,0,Singapore,0,1,1,1,0
2607,2025-01-08,Google Ads,Pro,1,2025-01-11,0,,1,2025-01-15,49,Indonesia,0,1,1,0,0
2607,2025-02-17,Referral,Pro,1,2025-02-24,1,4.0,1,2025-03-04,49,Singapore,0,1,1,1,1
2609,2025-02-03,Google Ads,Pro,1,2025-02-11,1,,0,,0,Singapore,,1,1,0,0
2610,2025-01-08,Others,Basic,0,,0,,1,2025-01-17,29,Singapore,1,1,0,0,0
2610,2025-02-05,Referral,Basic,1,2025-02-05,1,,1,2025-02-23,29,Malaysia,1,1,1,0,0
2611,2025-02-28,LinkedIn,Basic,1,2025-02-25,0,,1,2025-03-24,29,Malaysia,0,1,1,0,0
2613,2025-02-01,FB ads,Basic,1,2025-01-29,1,,0,,0,Singapore,1,1,1,0,0
2613,2025-02-13,Referral,Pro,1,2025-02-18,1,,0,,0,Malaysia,0,1,1,0,0
2618,2025-02-06,Google Ads,Basic,1,2025-02-10,1,,1,2025-03-01,29,Malaysia,0,1,1,0,0
2620,2025-02-08,FB ads,Basic,1,2025-02-15,0,,0,,0,Indonesia,0,1,1,0,0
2621,2025-01-13,LinkedIn,Basic,1,2025-01-10,1,18.0,0,,0,Singapore,1,1,1,1,0
2622,2025-02-02,Others,Pro,1,2025-02-03,1,8.0,1,2025-03-04,49,Malaysia,0,1,1,1,1
2625,2025-01-30,Organic,Enterprise,1,2025-01-30,1,1.0,0,,0,Singapore,1,1,1,1,0
2625,2025-02-08,Others,Basic,1,2025-02-06,1,,0,,0,Malaysia,0,1,1,0,0
